node,lat,lon
1224869069,-37.812989,144.9407677
1224869068,-37.8136201,144.9408897
282854607,-37.802871,145.0166333
1224869075,-37.8127591,144.9413676
250479829,-37.8137352,145.006257
282854608,-37.8031153,145.0174431
282854610,-37.8033457,145.018623
282854611,-37.8035133,145.0193421
250479836,-37.8111341,145.0064662
1224869086,-37.8137302,144.9409476
282854624,-37.8031014,145.0206127
1224869089,-37.8136452,144.9411774
282854625,-37.8028779,145.0209199
1224869091,-37.8134865,144.9408048
282854627,-37.8026964,145.0209268
1224869095,-37.8136747,144.9409178
250479850,-37.8153242,145.0075979
1224869100,-37.8134943,144.9415645
1224869101,-37.813523,144.941156
1224869102,-37.8135309,144.9408347
250479854,-37.8150906,145.0060096
3281126640,-37.8050464,144.9615018
282854637,-37.8020123,145.0202706
3281126642,-37.8048702,144.961308
282854638,-37.8012094,145.0193141
250479861,-37.8159705,145.005857
579994871,-37.8031529,144.9367305
5856691446,-37.8180537,144.9669245
5856691447,-37.818107,144.966739
3281126649,-37.805023,144.9612698
250479864,-37.8161788,145.0074542
3281126656,-37.8048939,144.9615325
579994885,-37.8041145,144.9384725
634782982,-37.812841,144.939496
250479882,-37.8162002,145.0019613
777782541,-37.8045815,144.9537947
250479885,-37.816325,145.0031212
2577925392,-37.812667,144.9473703
250479896,-37.8175106,145.0028707
250479899,-37.8180298,145.0040517
250479903,-37.8185848,145.0053358
634783016,-37.8128777,144.9391917
634783034,-37.8127746,144.9396702
634783035,-37.8119582,144.9391759
634783036,-37.8120202,144.9390068
634783037,-37.8118941,144.9393496
634783038,-37.8117713,144.9392675
579994943,-37.8039338,144.9382392
579994944,-37.8037717,144.9380206
634783041,-37.8118782,144.9389808
634783053,-37.8118411,144.9389553
579994959,-37.8027958,144.9364287
634783067,-37.8118104,144.9392242
634783069,-37.8118276,144.9389465
579994975,-37.8028191,144.9363952
282854772,-37.800225,145.00961
282854778,-37.7997833,145.0097787
282854783,-37.7995544,145.0101972
250480014,-37.8120271,145.0049929
579995038,-37.8029536,144.936477
560989599,-37.8209928,144.9474437
560989600,-37.8210055,144.9473994
2170946978,-37.801799,144.9841714
2170946980,-37.802047,144.9841272
2170946982,-37.8018716,144.9841585
2170946981,-37.8018605,144.9840534
560989608,-37.8207051,144.9485447
560989610,-37.821023,144.947451
560989611,-37.8210346,144.9474081
591398356,-37.821418,144.9614566
591398359,-37.8216294,144.9614117
2789606893,-37.8027455,144.983113
2789606894,-37.8024332,144.9831587
2789606895,-37.8027353,144.9830125
2789606898,-37.8029669,144.9831884
363988495,-37.8025192,144.9922671
579995171,-37.8028551,144.9363858
1132070452,-37.8106761,144.9394491
1132070463,-37.8111682,144.9402874
3143370318,-37.8135412,144.9426636
3143370319,-37.8142222,144.9429107
634783340,-37.8122532,144.9388133
634783346,-37.8121626,144.9387584
634783347,-37.812253,144.9386792
608962168,-37.8036975,145.0091654
1879180926,-37.8001875,144.9601868
608962176,-37.8031629,145.0091497
1879180932,-37.800297,144.9601679
1879180936,-37.7995332,144.9600147
608962184,-37.8028165,145.0094388
576860418,-37.824397,144.9885463
578058793,-37.8248053,144.9470552
777782973,-37.8044137,144.9539765
777782984,-37.8043846,144.9538293
266733258,-37.8098985,144.978232
634783440,-37.8127253,144.9383965
634783441,-37.8127667,144.9382388
2187986713,-37.8115651,144.9720377
1224869661,-37.8142368,144.9372396
2187986724,-37.8115911,144.9724848
1224869676,-37.8118639,144.938485
1224869677,-37.8118268,144.9405883
634783548,-37.8124127,144.9376431
777783101,-37.8045987,144.9539397
777783111,-37.8047747,144.9539079
634783563,-37.8133361,144.937065
634783564,-37.8132995,144.9370402
634783565,-37.8132486,144.9371562
634783566,-37.8132931,144.937181
634783568,-37.8128964,144.9372226
634783569,-37.8127454,144.9371911
1224869714,-37.8139761,144.9364681
1224869715,-37.8143451,144.936685
634783572,-37.812409,144.9369316
634783571,-37.8124175,144.9369108
634783574,-37.8123899,144.9369329
634783575,-37.8123454,144.9368391
634783576,-37.8124005,144.9366922
634783577,-37.812257,144.9366091
634783578,-37.8122336,144.9365521
634783570,-37.8127687,144.937122
777783157,-37.8047597,144.9537634
777783233,-37.8048535,144.9545609
1367607235,-37.8003752,144.9707298
1367607237,-37.8002952,144.9706506
1367607240,-37.7996936,144.9717499
250480593,-37.8117701,145.0050339
634783701,-37.8134372,144.937569
250480602,-37.8118559,145.0058842
202508252,-37.8009902,144.918032
266733534,-37.8097118,144.9765548
250480609,-37.8111224,145.0063192
3810929387,-37.8199985,144.9978839
250480634,-37.8076298,145.0076639
250480641,-37.8110388,145.005486
250480649,-37.8109632,145.0047212
54396941,-37.8000242,144.9487163
250480655,-37.8108189,145.003222
777783313,-37.8049127,144.9537365
54396946,-37.8001721,144.9500611
250480659,-37.8094735,145.003438
250480662,-37.8092109,145.0008942
250480666,-37.8106542,145.0015254
250480669,-37.8107328,145.0023363
250480672,-37.8093802,145.0025535
54396965,-37.8018067,144.9456149
250480677,-37.809295,145.0017436
54396972,-37.8015853,144.9484374
4976805932,-37.8112924,144.9637186
634783795,-37.8136161,144.9371999
54396984,-37.8021346,144.94834
54397000,-37.8020591,144.9476939
54397007,-37.8018876,144.9462257
777783392,-37.804871,144.9533402
777783394,-37.8048573,144.9532088
54397028,-37.8024032,144.9476267
634783845,-37.8141701,144.9558816
591399036,-37.8223379,144.9609972
777783433,-37.8047937,144.953355
634783910,-37.8134727,144.9375948
634783911,-37.8135331,144.9373574
634783912,-37.8135819,144.9371435
634783913,-37.8135585,144.9371334
634783914,-37.8135787,144.937065
634783915,-37.8134217,144.9370569
634783917,-37.8132722,144.9372388
634783919,-37.8131035,144.9373488
634783920,-37.8130415,144.9373111
777783475,-37.8049294,144.9538799
634783937,-37.8122119,144.9370288
634783938,-37.8122474,144.937112
634783939,-37.8122697,144.9371864
634783940,-37.8122877,144.9372642
634783941,-37.8122993,144.9373433
634783943,-37.8123062,144.9375217
634783944,-37.8125054,144.9375284
634783945,-37.8125043,144.9374633
634783946,-37.8125271,144.9374701
634783947,-37.8126336,144.937464
634783948,-37.8127528,144.9374607
634783949,-37.812863,144.937464
634783950,-37.8129785,144.9374734
634783951,-37.813104,144.9374875
634783952,-37.81321,144.9375063
634783953,-37.8133096,144.937523
634783954,-37.8133329,144.9375277
634783955,-37.8133334,144.9375814
107156490,-37.8261241,144.979587
356124906,-37.8185412,144.9810281
906234093,-37.8014382,145.0067066
906234095,-37.8008536,145.0032655
777783546,-37.805423,144.953791
777783548,-37.8054047,144.9536501
634784023,-37.8130111,144.9366163
634784024,-37.8129773,144.9366979
634784025,-37.8125407,144.9364331
634784030,-37.8125724,144.9363509
634784031,-37.81247,144.9362889
634784032,-37.8124386,144.9363711
634784033,-37.8133004,144.9368938
634784034,-37.8133342,144.9368117
266733877,-37.814037,144.9719607
266733883,-37.8141673,144.9723201
356124993,-37.8167084,144.9813454
266733899,-37.8144513,144.9721658
575539547,-37.8236861,144.982575
634784108,-37.8144943,144.938064
634784114,-37.8136666,144.937144
634784116,-37.8135914,144.9375989
634784118,-37.8137504,144.9376603
634784119,-37.8138332,144.9376909
634784120,-37.8139739,144.9377565
634784121,-37.8141043,144.9378236
634784122,-37.8142644,144.9379114
634784123,-37.8143832,144.9379851
634784124,-37.8138355,144.9372356
634784125,-37.8138662,144.9371478
634784134,-37.8144586,144.9375093
128977294,-37.8170679,144.96366
634784144,-37.8162498,144.9382583
123079071,-37.8147732,144.9574037
2346846623,-37.8094081,144.981048
2346846625,-37.809026,144.9816284
2346846624,-37.809441,144.9813953
95553961,-37.7988356,144.9358024
2346846629,-37.8094573,144.9815671
2346846626,-37.80947,144.9817018
2346846627,-37.8091352,144.981439
634784173,-37.8160828,144.9389907
634784174,-37.8161613,144.9390294
634784175,-37.816088,144.9393054
634784172,-37.8160049,144.9395219
634784169,-37.8159423,144.9394851
634784215,-37.8164305,144.9382911
332794352,-37.8095022,145.004336
6206786039,-37.8114994,144.970394
6206786040,-37.8115528,144.9702217
634784251,-37.8166589,144.9374933
332794361,-37.8088018,145.0050696
356125188,-37.8184073,144.9798435
2279213588,-37.8081914,144.9767947
356125211,-37.8169767,144.9800805
30385484,-37.8163763,144.9963062
356125230,-37.8168491,144.9789949
30385485,-37.8166021,144.9981401
4056156756,-37.8179653,144.9323057
4056156761,-37.8180074,144.9317997
4056156762,-37.8175604,144.9322261
4056156763,-37.8161685,144.9337101
30385486,-37.8168076,144.9994885
266734181,-37.8060715,144.976053
356125287,-37.817493,144.9799953
266734205,-37.8076698,144.9734049
575539863,-37.8237995,144.9835104
356125358,-37.8176308,144.9811833
356125376,-37.8180788,144.9811044
266734280,-37.8094575,144.9856035
2086406859,-37.8053812,144.987412
356125397,-37.8179472,144.9799201
2789608266,-37.8031624,144.9829398
2789608267,-37.8031298,144.9826122
634784607,-37.8147542,144.9376992
634784608,-37.8146552,144.9376676
844499869,-37.8215112,144.945135
844499874,-37.8214827,144.945538
95554473,-37.7995729,144.9374431
95554479,-37.7992765,144.9351244
2879917017,-37.8046142,144.9714145
2879917028,-37.8046399,144.9716395
634784746,-37.8145621,144.9382235
634784747,-37.8146512,144.9382809
2894990347,-37.8223314,144.9475823
777915430,-37.8002839,144.9557321
122817581,-37.8210602,144.9551708
2090732592,-37.8025923,144.9800625
2090732593,-37.8042041,144.9815666
2090732594,-37.8058785,144.9818744
2090732595,-37.8042277,144.9817977
2090732596,-37.8058169,144.9812881
443288634,-37.8206025,145.0040141
443288635,-37.8206612,145.0045192
443288643,-37.821464,145.0048098
443288645,-37.8212796,145.0041719
122817608,-37.8221915,144.9476644
595594344,-37.8096282,144.9714872
595594345,-37.8097121,144.9712061
595594346,-37.8099054,144.9705513
595594347,-37.8101376,144.9697646
595594348,-37.8101896,144.9695886
595594349,-37.8102909,144.9692455
595594350,-37.8104014,144.968871
595594351,-37.8106465,144.9680408
595594352,-37.810906,144.9671561
595594353,-37.8109951,144.9668493
595594354,-37.8111151,144.9664363
595594355,-37.8114272,144.9653618
595594357,-37.8117314,144.9643145
595594360,-37.8126246,144.9612396
595594361,-37.8127481,144.9608147
595594362,-37.8128823,144.9603524
595594363,-37.812935,144.9601711
595594365,-37.8131503,144.9594233
595594366,-37.8137433,144.9573643
595594367,-37.8138576,144.9569673
595594369,-37.8143577,144.955229
595594370,-37.8144545,144.9548937
595594371,-37.8144947,144.954754
122817669,-37.822214,144.9499179
5406797164,-37.8011595,145.0145796
2399276232,-37.8057908,144.9839122
2399276234,-37.8059161,144.9835677
6215568586,-37.8218353,144.9779428
6215568585,-37.8217754,144.9779363
4330491092,-37.8205151,144.9272465
1112411372,-37.8030582,144.9294614
1112411377,-37.8031312,144.929427
1112411389,-37.8030115,144.9295058
259132670,-37.8256512,144.9600263
259132676,-37.8256093,144.9603689
1112411413,-37.8029823,144.9292533
1112411443,-37.8048668,144.9353795
581700917,-37.8035614,144.9181009
259132727,-37.8257611,144.9601989
35523904,-37.8019675,144.9540731
35523908,-37.8005242,144.9558648
710020423,-37.8156799,144.9382827
710020426,-37.8157407,144.9383195
35523916,-37.8011933,144.9566989
35523917,-37.7997293,144.954878
35523921,-37.8022881,144.9558453
260907229,-37.8261748,145.0083752
598347137,-37.8139544,144.963645
598347138,-37.8139692,144.9635994
598347140,-37.8139544,144.9635887
598347143,-37.8139919,144.9634634
598347145,-37.8140243,144.9633553
598347146,-37.8140603,144.9633688
598347148,-37.8140879,144.9632802
711331285,-37.8070369,144.9570793
260907254,-37.8249041,145.0086064
260907255,-37.8247719,145.0073524
711331300,-37.8069883,144.9570875
711331301,-37.8069753,144.9569695
711331302,-37.8070242,144.956963
260907257,-37.8243546,145.0079985
711331304,-37.8068556,144.9571117
260907259,-37.8244094,145.0086985
711331314,-37.8068427,144.9569939
711331315,-37.8067847,144.9570032
711331316,-37.8067978,144.9571225
711331318,-37.8066513,144.9570285
35524093,-37.8003125,144.9519537
35524096,-37.7988449,144.9537742
711331332,-37.8065949,144.9570367
711331333,-37.8066083,144.9571585
711331334,-37.8066644,144.9571479
711331337,-37.80646,144.9570606
581701129,-37.8044762,144.9172294
711331339,-37.8064113,144.9570686
711331361,-37.8064247,144.9571922
711331362,-37.8064733,144.9571825
1449266721,-37.8163794,144.9846185
1449266727,-37.8161745,144.9838446
1449266723,-37.816656,144.9839163
1449266733,-37.8160072,144.9824451
711331374,-37.807172,144.9570636
1449266728,-37.8165247,144.9870502
1449266736,-37.8165445,144.987228
1449266740,-37.8164058,144.9839794
387700302,-37.8200257,144.9669756
1449266750,-37.8166356,144.9872824
277089855,-37.8077516,144.971208
1449266752,-37.8163755,144.9845817
387700304,-37.8204674,144.9663312
1449266751,-37.8164033,144.983957
1449266757,-37.8167209,144.9843566
711331400,-37.807285,144.9570447
711331401,-37.8072702,144.9569093
711331402,-37.8071572,144.9569305
2190478922,-37.8161667,144.9639741
2190478924,-37.8161258,144.9641152
2190478926,-37.8141907,144.9630638
2190478928,-37.8162146,144.9641561
2190478930,-37.8151994,144.9636889
1449266770,-37.8163883,144.9838774
2190478932,-37.8162554,144.9640149
2190478934,-37.8152352,144.9635467
711331416,-37.80716,144.9565297
2190478936,-37.8142917,144.9631103
711331418,-37.8072268,144.9565204
711331419,-37.8072193,144.9564573
711331420,-37.8071537,144.9564681
2190478940,-37.8171703,144.9645963
2190478938,-37.8141982,144.9632276
2190478937,-37.8172114,144.9644553
1449266780,-37.8166082,144.9825251
1449266782,-37.8163074,144.9851272
1449266781,-37.8166302,144.983921
1449266790,-37.816397,144.9839588
1449266784,-37.8164986,144.9844642
711331433,-37.8072596,144.9573961
711331434,-37.807266,144.9574618
711331435,-37.8073317,144.9574524
711331436,-37.8073242,144.9573854
1367608940,-37.7990994,144.9706873
1367608941,-37.7989706,144.9707095
636882542,-37.8233926,144.9619121
599920234,-37.7993218,144.9838369
1449266796,-37.8163297,144.9852803
1449266802,-37.8164157,144.986035
277089909,-37.8075185,144.9706725
277089910,-37.8075598,144.970525
1449266806,-37.8163511,144.9835257
1449266803,-37.8166176,144.9838127
711331451,-37.8073656,144.9578064
1449266817,-37.816262,144.9835422
1449266815,-37.8165934,144.983953
711331461,-37.8072192,144.9570557
1449266823,-37.8164427,144.9839512
277089929,-37.8093102,144.9721699
1449266826,-37.8164736,144.9842325
1449266827,-37.8165923,144.9839276
1449266829,-37.8167337,144.9844178
1449266832,-37.8166388,144.9839194
1449266839,-37.8163994,144.9839803
1449266841,-37.8161748,144.9826365
1449266842,-37.816648,144.983918
711331500,-37.8071366,144.9565054
1868697262,-37.79457,144.9358023
4301655729,-37.8204078,145.0131858
711331508,-37.8072938,144.9564787
711331514,-37.8072412,144.9574337
711331520,-37.8073981,144.9574069
591400647,-37.8197642,144.9616287
560991951,-37.8208847,144.9474135
560991954,-37.8211331,144.9474792
774508242,-37.8063166,144.9593667
560991956,-37.8208969,144.9473712
560991962,-37.8211448,144.9474356
277090010,-37.8078584,144.9728963
35524331,-37.7995523,144.9510158
560991981,-37.8220278,144.9475811
35524350,-37.7981012,144.9528279
356126466,-37.8191958,144.9875564
711331594,-37.8070286,144.9590202
711331595,-37.8071494,144.9590725
1905004303,-37.8197216,144.9681685
1905004304,-37.8197302,144.9682523
711331605,-37.8072427,144.9582705
711331606,-37.8073878,144.9582423
632033055,-37.813614,144.9537664
1905004354,-37.8198488,144.9683212
6212685642,-37.8164624,144.9860256
6212685641,-37.8164931,144.9860201
6212685640,-37.8165311,144.9860117
222957430,-37.8070501,144.9908745
710020984,-37.8160583,144.9382877
581701516,-37.8071185,144.9309042
634785679,-37.8139995,144.9396713
3321892776,-37.7890141,144.9380074
1982447700,-37.8160769,145.0058307
356126633,-37.8191873,144.9876191
634785708,-37.8136776,144.9394374
3321892792,-37.7889148,144.9378629
54398922,-37.801354,144.9463284
634785744,-37.8139388,144.9395703
54398934,-37.8015158,144.9478034
711331812,-37.8075724,144.9580572
711331816,-37.8075659,144.9579251
2055606252,-37.7989674,144.9879386
711331826,-37.8071288,144.9581368
711331834,-37.8071167,144.9580037
711331836,-37.8067539,144.9582041
711331840,-37.8067394,144.9580707
844501003,-37.8215124,144.9450873
710021149,-37.8160065,144.938349
356126764,-37.8192731,144.9885207
3394768956,-37.8077429,144.9515704
844501069,-37.821639,144.9450746
844501072,-37.821389,144.9450712
636883025,-37.8233344,144.9595143
591401073,-37.8230218,144.9601494
844501115,-37.8215945,144.9456573
844501116,-37.8213503,144.9456057
777916580,-37.8016728,144.9573532
591401143,-37.8218894,144.9605933
6021320892,-37.8178937,144.9330515
6021320893,-37.8163922,144.9373381
6021320897,-37.8170173,144.9356863
6021320904,-37.8168402,144.9355778
581701844,-37.8074205,144.9292428
6021320917,-37.8164175,144.9382464
2960003289,-37.8181006,144.9668932
2960003290,-37.8180602,144.9668725
2960003291,-37.8180212,144.9668544
2960003292,-37.8177924,144.9678069
2960003295,-37.818423,144.9656354
6021320963,-37.8165715,144.9377202
636883225,-37.8234593,144.959651
202772778,-37.8083333,144.9351746
202772784,-37.8074307,144.9340125
202772797,-37.8055704,144.9271411
3832156476,-37.8059765,145.01378
202772800,-37.8052525,144.9260628
356127080,-37.8174365,144.9887569
595857779,-37.8088627,144.971177
123343221,-37.7993334,144.9259476
814816086,-37.8155355,144.9773808
3945796036,-37.818269,144.9537713
1445498748,-37.8167255,144.9843898
634786460,-37.8142745,144.9389804
767693486,-37.8044712,144.9736163
560992945,-37.8223545,144.9477927
560992947,-37.8224573,144.9478483
54399667,-37.801899,144.9483823
356127424,-37.8192255,144.9880473
767693506,-37.8045539,144.9736861
356127457,-37.8173966,144.988347
387908953,-37.8209258,144.9624824
4746121967,-37.8120741,144.9744185
4746121968,-37.8123258,144.9735736
54399736,-37.8020875,144.9497184
222958329,-37.8071388,144.9916771
54399741,-37.8022919,144.9496806
356127492,-37.8189405,144.9885743
2183271187,-37.8067051,144.9627941
2183271188,-37.8067215,144.9629607
356127514,-37.8178009,144.9887597
1224872742,-37.8109419,144.9391187
1217532720,-37.8181279,144.9485845
356127550,-37.8178715,144.9893643
356127551,-37.8190062,144.9891819
4460254017,-37.8055169,144.952414
595858242,-37.8096142,144.9711285
1217532752,-37.8179481,144.9485035
4460254041,-37.8025402,144.9456377
4460254043,-37.8025592,144.9456
4460254044,-37.8025669,144.9456683
4460254046,-37.8025777,144.9456244
4460254047,-37.802897,144.9480927
4460254048,-37.8030878,144.9495381
1217532771,-37.8183272,144.9486386
1217532774,-37.818086,144.9486297
1217532788,-37.8179153,144.9484878
332796790,-37.8085633,145.0001673
1217532791,-37.8179866,144.9485207
153752458,-37.8236869,144.9785776
1217532825,-37.8179314,144.9485611
332796830,-37.8075831,145.0003194
1217532846,-37.8181284,144.9485848
332796854,-37.8059414,144.9980461
332796855,-37.8070396,144.9985719
1217532859,-37.8180264,144.9485387
1217532870,-37.8180705,144.94879
153752520,-37.8227713,144.9775766
1217532874,-37.8179695,144.9485795
306975715,-37.8135238,144.9481048
1217532909,-37.8180651,144.9485562
1217532913,-37.8183743,144.9486428
1217532917,-37.8184735,144.9486815
1217532920,-37.8181022,144.9485729
1217532924,-37.8180298,144.9495506
1217532938,-37.816691,144.9491757
282858513,-37.7993194,145.0097427
1217532946,-37.8180091,144.9485966
1217532949,-37.8180479,144.9486133
332796982,-37.8095167,144.99974
711332926,-37.8072045,144.95692
711332946,-37.8071621,144.9559662
282858595,-37.7977508,145.0106106
332797041,-37.8085396,144.999884
332797046,-37.8095744,145.0003204
579998842,-37.8068662,144.9387806
332797060,-37.8085998,145.0004766
35525779,-37.7986885,144.9489387
332797106,-37.8090233,144.9998185
598348995,-37.8125018,144.9632414
127538409,-37.8038083,144.9969606
127538423,-37.8039424,145.0015395
581702905,-37.81575,144.9215559
332797182,-37.8090808,145.0003989
576853251,-37.8261993,144.9950706
266736903,-37.8182651,144.9756712
581702929,-37.815589,144.9219752
581702933,-37.8153797,144.9225106
266736930,-37.8240695,144.9852628
581702946,-37.815102,144.9230496
441586985,-37.8134235,144.9381332
441586992,-37.8133143,144.9380803
441586993,-37.8137365,144.9386972
266736950,-37.8177004,144.9747351
579999037,-37.8063063,144.9366014
266736957,-37.8161009,144.9726103
576853304,-37.8262281,144.9956458
441587008,-37.8136923,144.9387978
576853312,-37.8262512,144.9951295
579999049,-37.806212,144.9353959
579999050,-37.8061632,144.9347763
266736979,-37.817907,144.9745568
2768639318,-37.8179311,144.9673941
2768639319,-37.8178255,144.9673506
3132495216,-37.8148411,144.9647924
3132495217,-37.8140202,144.9644381
4238873970,-37.8093611,144.9645195
4238873971,-37.8094359,144.9643648
4238873972,-37.8123505,144.9695525
4238873973,-37.8124315,144.9693672
3132495219,-37.8140628,144.9642958
3132495218,-37.8148815,144.964664
332797302,-37.8099809,144.9991534
332797303,-37.8101386,145.0007316
581703032,-37.813801,144.9269992
777786750,-37.805667,144.9537539
579999136,-37.8058221,144.9333802
579999137,-37.8059715,144.9340829
579999139,-37.8057182,144.9327928
579999144,-37.8061103,144.9344397
777786795,-37.8055875,144.9536203
579999151,-37.8051508,144.9280879
2133726644,-37.8119639,144.9456412
2133726645,-37.8117035,144.9454128
2133726646,-37.8119424,144.9456933
2133726647,-37.8117253,144.9453555
332797375,-37.8100311,144.9996581
441587139,-37.8141178,144.9378554
332797387,-37.8100887,145.0002385
711333336,-37.8070076,144.9578953
579999196,-37.8059927,144.9325098
934024695,-37.8045341,144.9875652
441587192,-37.8133731,144.9381111
711333369,-37.8069143,144.9570459
266737144,-37.8185148,144.9711063
711333371,-37.8067934,144.9559989
711333376,-37.8066038,144.9560351
711333382,-37.8068167,144.9579302
579999252,-37.8061183,144.9342142
332797496,-37.8085721,145.0042747
711333452,-37.8066241,144.9579654
202774098,-37.8081468,144.9342466
202774099,-37.8080228,144.9337799
711333462,-37.8065317,144.9571102
711333463,-37.8064151,144.9560738
202774113,-37.8059773,144.927982
711333474,-37.8062318,144.9561075
711333485,-37.8064417,144.9579988
711333487,-37.8063483,144.9571411
711333491,-37.806536,144.9579815
579999354,-37.8061908,144.9329846
579999364,-37.8062519,144.9338027
579999372,-37.8064719,144.9325158
711333523,-37.8065507,144.9581026
711333524,-37.8064407,144.9571255
711333526,-37.8063272,144.9560899
711333527,-37.8063165,144.9559998
566892219,-37.8053562,144.9703744
566892220,-37.8050383,144.970424
711333571,-37.8063677,144.9581344
711333587,-37.8061417,144.9561241
711333589,-37.8061324,144.9560312
316413655,-37.8093821,144.9603619
711333596,-37.8066292,144.9570943
711333605,-37.8065126,144.9560538
711333607,-37.8065032,144.9559679
4746122984,-37.8124393,144.9734909
4746122983,-37.8124011,144.9736078
3066173175,-37.8113578,144.9633732
711333631,-37.8067255,144.9579469
581703434,-37.8095174,144.9298732
711333643,-37.806928,144.9580372
581703450,-37.8080849,144.9292147
711333659,-37.8069133,144.9579125
711333660,-37.8068201,144.9570619
711333661,-37.8067011,144.9560165
711333662,-37.8066927,144.9559355
266737442,-37.8188077,144.9698484
581703458,-37.8097706,144.9300462
581703459,-37.8099751,144.9303117
441587528,-37.8122797,144.9380957
6222911317,-37.8087762,145.0086454
581703510,-37.8088806,144.9252933
581703514,-37.8061444,144.9277884
581703526,-37.8062959,144.9282542
6222911335,-37.812071,145.0156606
6222911336,-37.8143618,145.0140941
6222911346,-37.8122168,145.0156232
6222911348,-37.8124003,145.0163066
6222911349,-37.8144505,145.0149258
6222911350,-37.8202944,145.0144523
6222911352,-37.8202411,145.0151131
581703550,-37.8093112,144.9296687
777787267,-37.8056503,144.9537582
777787272,-37.8056348,144.953619
