order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDZ09549,2021-06-09,13:14:21,Lunch,NS,"[('Burger', 10), ('Fries', 2), ('Steak', 5), ('Chicken', 5), ('Salad', 10)]",891.0,-37.8007446,145.0036389,0,9.458,14.8079337
ORDY05514,2021-05-18,12:33:48,Lunch,TP,"[('Burger', 3), ('Steak', 7), ('Chicken', 9)]",696.0,-37.8207328,144.9670634,0,7.58,11.4913837
ORDK06723,2021-03-04,10:01:41,Breakfast,BK,"[('Coffee', 3), ('Cereal', 10), ('Pancake', 5)]",327.75,-37.802923,145.0055239,0,5.515,10.2154083
ORDA00966,2021-11-10,18:18:35,Dinner,BK,"[('Salmon', 2), ('Fish&Chips', 7), ('Pasta', 5)]",464.5,-37.8036948,144.9497835,0,8.819,15.4038724
ORDZ03038,2021-07-21,14:35:29,Lunch,NS,"[('Salad', 10), ('Burger', 2)]",234.0,-37.8174439,145.0048331,0,10.483,15.8414054
ORDK03182,2021-10-29,17:58:18,Dinner,BK,"[('Salmon', 9), ('Shrimp', 9)]",855.0,-37.8037493,144.9737097,0,7.003,13.6109111
ORDC09276,2021-09-10,16:16:54,Dinner,NS,"[('Pasta', 3), ('Salmon', 6), ('Shrimp', 6)]",652.5,-37.8105582,144.9620146,0,7.858,13.8349253
ORDJ05352,2021-04-23,11:43:05,Breakfast,TP,"[('Cereal', 1), ('Pancake', 5)]",131.25,-37.8144752,144.9497557,0,9.83,12.5219618
ORDK01422,2021-12-21,19:39:43,Dinner,BK,"[('Fish&Chips', 9), ('Salmon', 7)]",602.0,-37.8092064,144.9606935,0,7.759,14.6331891
ORDJ04091,2021-03-17,10:21:58,Breakfast,TP,"[('Coffee', 10), ('Cereal', 10), ('Eggs', 10), ('Pancake', 10)]",687.5,-37.8009695,144.9646167,0,9.817,12.1786821
ORDI04011,2021-03-03,10:01:41,Breakfast,NS,"[('Cereal', 8), ('Eggs', 6)]",286.0,-37.8114359,144.980743,0,7.998,13.1403664
ORDJ07637,2021-03-10,10:11:49,Breakfast,TP,"[('Pancake', 6), ('Cereal', 5), ('Eggs', 1)]",254.5,-37.8197918,144.991792,0,9.862,12.1049748
ORDY04142,2021-01-22,08:40:33,Breakfast,TP,"[('Eggs', 1), ('Pancake', 5)]",132.25,-37.8235896,144.95587,0,7.979,11.1715853
ORDJ01204,2021-12-19,19:39:43,Dinner,TP,"[('Salmon', 5), ('Fish&Chips', 8)]",485.0,-37.8144836,144.9619659,0,8.131,13.5895871
ORDJ06550,2021-03-13,10:21:58,Breakfast,TP,"[('Eggs', 3), ('Cereal', 4), ('Coffee', 10)]",198.0,-37.8004208,144.9898317,0,11.047,14.708439
ORDI07668,2021-07-18,14:35:29,Lunch,NS,"[('Fries', 1), ('Steak', 6)]",282.0,-37.817815,145.0085511,0,10.818,17.9234925
ORDC03342,2021-04-04,11:02:32,Breakfast,NS,"[('Pancake', 3), ('Eggs', 7), ('Cereal', 8)]",373.75,-37.8238221,144.9405072,0,10.877,17.5893708
ORDI09184,2021-11-18,18:38:52,Dinner,NS,"[('Salmon', 3), ('Shrimp', 4), ('Fish&Chips', 7), ('Pasta', 2)]",639.0,-37.8123436,144.9535614,0,8.534,14.7784616
ORDY00776,2021-05-15,12:23:39,Lunch,TP,"[('Fries', 4), ('Steak', 5)]",273.0,-37.8179065,144.9677541,0,7.738,12.7362094
ORDC05771,2021-02-05,09:00:50,Breakfast,NS,"[('Coffee', 8), ('Cereal', 5), ('Eggs', 7), ('Pancake', 5)]",402.25,-37.8091362,144.9686598,0,7.129,12.0482897
ORDA03698,2021-10-07,17:17:44,Dinner,BK,"[('Shrimp', 4), ('Salmon', 9), ('Pasta', 2)]",640.0,-37.8118467,144.9558164,0,8.144,15.167367
ORDA00667,2021-12-03,19:09:17,Dinner,BK,"[('Salmon', 9), ('Fish&Chips', 9), ('Pasta', 5), ('Shrimp', 2)]",929.5,-37.8175238,144.9683659,0,7.793,14.6317269
ORDZ06768,2021-09-04,16:06:45,Dinner,NS,"[('Shrimp', 2), ('Fish&Chips', 1), ('Salmon', 2), ('Pasta', 6)]",390.0,-37.8051076,144.9774461,0,7.352,15.5696558
ORDC10622,2021-03-06,10:01:41,Breakfast,NS,"[('Cereal', 5), ('Pancake', 7), ('Eggs', 10)]",465.75,-37.8097435,144.9620139,0,7.681,15.4237855
ORDJ01629,2021-02-06,09:10:59,Breakfast,TP,"[('Cereal', 7), ('Pancake', 9)]",340.25,-37.8179401,144.9692968,0,7.872,12.4010859
ORDK07399,2021-10-21,17:38:01,Dinner,BK,"[('Salmon', 4), ('Shrimp', 4), ('Pasta', 10)]",655.0,-37.8097495,144.9914244,0,4.895,11.4215692
ORDI02029,2021-10-18,17:38:01,Dinner,NS,"[('Shrimp', 4), ('Fish&Chips', 7)]",461.0,-37.817663,144.9911581,0,9.331,15.3414179
ORDI09467,2021-07-02,14:05:04,Lunch,NS,"[('Burger', 6), ('Chicken', 7), ('Steak', 6), ('Fries', 10), ('Salad', 1)]",817.2,-37.8214674,144.9689917,0,8.772,14.3224338
ORDA05250,2021-12-19,19:39:43,Dinner,BK,"[('Fish&Chips', 2), ('Shrimp', 5), ('Pasta', 2), ('Salmon', 7)]",682.0,-37.8124601,144.9688725,0,7.18,16.2674119
ORDC05635,2021-09-25,16:47:19,Dinner,NS,"[('Pasta', 1), ('Salmon', 5), ('Fish&Chips', 8)]",512.5,-37.8084946,144.9574687,0,7.933,15.649008
ORDZ08211,2021-03-27,10:42:15,Breakfast,NS,"[('Coffee', 3), ('Pancake', 6), ('Cereal', 1), ('Eggs', 10)]",380.0,-37.8234446,144.9948207,0,10.073,16.9476813
ORDC01670,2021-04-25,11:43:05,Breakfast,NS,"[('Eggs', 4), ('Cereal', 1), ('Coffee', 7), ('Pancake', 8)]",320.5,-37.8039338,144.9382392,0,9.949,17.1462022
ORDB00146,2021-08-24,15:46:28,Lunch,TP,"[('Chicken', 7), ('Fries', 1), ('Salad', 10), ('Burger', 1)]",439.0,-37.7989619,144.9842937,0,10.791,13.9505923
ORDX02274,2021-03-16,10:21:58,Breakfast,BK,"[('Cereal', 8), ('Coffee', 2)]",171.0,-37.800914,144.965329,0,7.827,13.0451302
ORDZ02316,2021-02-16,09:31:16,Breakfast,NS,"[('Eggs', 5), ('Cereal', 1), ('Coffee', 7), ('Pancake', 10)]",386.0,-37.8060715,144.976053,0,7.078,12.7610039
ORDZ10522,2021-03-24,10:42:15,Breakfast,NS,"[('Pancake', 6), ('Coffee', 1)]",139.0,-37.808478,144.9511111,0,8.577,13.4839418
ORDZ03495,2021-01-16,08:30:25,Breakfast,NS,"[('Eggs', 1), ('Coffee', 8)]",65.0,-37.8065986,144.9427926,1,9.234,8.1810698
ORDB06136,2021-11-17,18:38:52,Dinner,TP,"[('Shrimp', 4), ('Pasta', 6)]",381.0,-37.8121247,144.9523505,0,9.114,13.202106
ORDB03689,2021-03-30,10:52:23,Breakfast,TP,"[('Eggs', 8), ('Coffee', 3)]",184.5,-37.8153669,144.9354015,0,10.597,12.8341844
ORDY01907,2021-02-03,09:00:50,Breakfast,TP,"[('Cereal', 4), ('Pancake', 5), ('Eggs', 9), ('Coffee', 8)]",424.25,-37.8201013,144.9696927,0,7.713,11.0957011
ORDY03140,2021-06-16,13:24:30,Lunch,TP,"[('Chicken', 7), ('Salad', 3), ('Steak', 4), ('Fries', 4), ('Burger', 9)]",782.6,-37.8065629,144.9713323,0,9.424,12.2677367
ORDA05716,2021-05-06,12:03:22,Lunch,BK,"[('Fries', 5), ('Steak', 7), ('Burger', 2), ('Chicken', 6)]",629.0,-37.8097439,144.9727467,0,6.689,12.4510324
ORDJ04449,2021-06-10,13:14:21,Lunch,TP,"[('Burger', 8), ('Steak', 4), ('Salad', 1), ('Chicken', 8)]",701.2,-37.8157926,144.9733955,0,8.294,11.3177068
ORDA09720,2021-07-12,14:15:12,Lunch,BK,"[('Fries', 2), ('Burger', 3)]",117.0,-37.8133821,144.9651246,0,7.557,13.9226375
ORDJ10795,2021-08-08,15:16:03,Lunch,TP,"[('Salad', 7), ('Chicken', 2)]",184.4,-37.817961,144.9666691,0,7.67,12.9482001
ORDK06576,2021-02-25,09:41:24,Breakfast,BK,"[('Coffee', 6), ('Cereal', 8), ('Eggs', 9), ('Pancake', 5)]",493.25,-37.8211049,144.955026,0,8.592,13.6761184
ORDY04931,2021-05-19,12:33:48,Lunch,TP,"[('Burger', 10), ('Chicken', 7), ('Fries', 6), ('Steak', 2), ('Salad', 5)]",782.0,-37.8124708,144.9478447,0,10.321,13.6385016
ORDX07149,2021-06-16,13:24:30,Lunch,BK,"[('Burger', 4), ('Chicken', 4), ('Steak', 2), ('Fries', 10), ('Salad', 1)]",479.2,-37.8058124,144.9477037,0,8.841,14.5400105
ORDC00743,2021-10-11,17:17:44,Dinner,NS,"[('Salmon', 1), ('Fish&Chips', 2), ('Shrimp', 10)]",651.0,-37.8003571,145.0012437,0,9.107,15.3136963
ORDB08304,2021-08-25,15:46:28,Lunch,TP,"[('Steak', 5), ('Fries', 5), ('Salad', 1)]",302.2,-37.8186992,144.9554714,0,8.281,11.9693386
ORDK04500,2021-03-26,10:42:15,Breakfast,BK,"[('Cereal', 3), ('Pancake', 3)]",126.75,-37.8214149,144.9849781,0,6.466,10.9226098
ORDX10461,2021-05-10,12:13:31,Lunch,BK,"[('Fries', 1), ('Steak', 9)]",417.0,-37.8222803,144.9536732,0,8.891,15.0079925
ORDY06675,2021-09-09,16:16:54,Dinner,TP,"[('Shrimp', 4), ('Salmon', 2), ('Pasta', 2)]",353.0,-37.8080709,144.9519654,0,9.301,13.7451008
ORDX07294,2021-08-05,15:05:54,Lunch,BK,"[('Fries', 4), ('Chicken', 8), ('Burger', 10), ('Salad', 10)]",786.0,-37.8157329,144.9822677,0,6.286,12.2014011
ORDJ05883,2021-04-08,11:12:40,Breakfast,TP,"[('Cereal', 7), ('Coffee', 4), ('Pancake', 1), ('Eggs', 6)]",310.25,-37.8105624,144.9364836,0,10.542,12.6723683
ORDZ06778,2021-03-18,10:32:06,Breakfast,NS,"[('Pancake', 8), ('Eggs', 5), ('Cereal', 6), ('Coffee', 1)]",408.5,-37.8093149,145.0136245,0,10.465,15.397791
ORDY09697,2021-07-04,14:05:04,Lunch,TP,"[('Burger', 7), ('Chicken', 6), ('Steak', 9), ('Salad', 2)]",848.4,-37.7998964,144.9289558,0,11.787,16.4890356
ORDC09289,2021-04-21,11:32:57,Breakfast,NS,"[('Pancake', 10), ('Coffee', 7), ('Cereal', 2), ('Eggs', 6)]",427.0,-37.8190779,144.9738123,0,8.38,13.3957766
ORDJ09616,2021-10-08,17:17:44,Dinner,TP,"[('Shrimp', 5), ('Fish&Chips', 9), ('Pasta', 6), ('Salmon', 3)]",873.0,-37.8095847,144.9639966,0,8.66,13.1806435
ORDZ06121,2021-11-10,18:18:35,Dinner,NS,"[('Salmon', 7), ('Pasta', 10)]",562.0,-37.805569,144.9492508,0,8.535,14.5368316
ORDY05435,2021-06-30,13:54:55,Lunch,TP,"[('Steak', 1), ('Chicken', 6), ('Fries', 1), ('Burger', 3), ('Salad', 9)]",496.8,-37.8195634,144.952704,0,8.538,12.1890781
ORDX10294,2021-04-16,11:22:49,Breakfast,BK,"[('Cereal', 6), ('Eggs', 10), ('Coffee', 8), ('Pancake', 3)]",440.75,-37.8229212,144.9874797,0,6.374,10.9183959
ORDI01541,2021-08-10,15:16:03,Lunch,NS,"[('Burger', 4), ('Fries', 8), ('Chicken', 8), ('Salad', 6), ('Steak', 7)]",894.2,-37.800991,144.9526317,0,7.785,13.0959086
ORDX02502,2021-02-05,09:00:50,Breakfast,BK,"[('Coffee', 8), ('Cereal', 3)]",104.0,-37.8115712,144.9684629,0,7.142,11.7590334
ORDI04466,2021-01-22,08:40:33,Breakfast,NS,"[('Pancake', 9), ('Coffee', 5)]",227.75,-37.8131974,144.958884,0,8.131,13.0449288
ORDB09140,2021-10-28,17:58:18,Dinner,TP,"[('Pasta', 8), ('Fish&Chips', 2)]",290.0,-37.8022564,144.9633256,0,9.515,13.9343901
ORDA02114,2021-07-09,14:15:12,Lunch,BK,"[('Fries', 8), ('Salad', 1), ('Burger', 1)]",144.2,-37.8143451,144.936685,0,10.387,16.657964
ORDX09750,2021-10-14,17:27:53,Dinner,BK,"[('Salmon', 2), ('Shrimp', 2), ('Pasta', 1)]",217.5,-37.8118128,144.94602,0,9.918,16.5170431
ORDA04947,2021-03-17,10:21:58,Breakfast,BK,"[('Cereal', 1), ('Pancake', 6), ('Eggs', 4), ('Coffee', 9)]",287.0,-37.8013908,144.9706123,0,7.371,11.9620064
ORDK06997,2021-01-22,08:40:33,Breakfast,BK,"[('Pancake', 1), ('Cereal', 6), ('Coffee', 8)]",186.25,-37.8138038,144.9531119,0,8.495,13.1237555
ORDB10596,2021-09-04,16:06:45,Dinner,TP,"[('Salmon', 3), ('Pasta', 4), ('Fish&Chips', 2)]",303.0,-37.8188059,144.9524243,0,8.609,14.6330254
ORDJ00876,2021-08-25,15:46:28,Lunch,TP,"[('Salad', 2), ('Burger', 5), ('Steak', 1), ('Fries', 5), ('Chicken', 10)]",614.4,-37.8273797,145.0136202,0,11.426,14.4574755
ORDB05923,2021-07-05,14:05:04,Lunch,TP,"[('Chicken', 8), ('Steak', 8)]",616.0,-37.8150746,144.9451143,0,9.554,13.3700656
ORDK07178,2021-10-27,17:58:18,Dinner,BK,"[('Fish&Chips', 7), ('Salmon', 8), ('Pasta', 9)]",820.5,-37.8246219,144.989621,0,6.335,13.1033752
ORDK07959,2021-12-01,19:09:17,Dinner,BK,"[('Salmon', 9), ('Pasta', 2)]",424.0,-37.8162209,144.995909,0,4.988,11.8270979
ORDK06944,2021-03-23,10:42:15,Breakfast,BK,"[('Cereal', 8), ('Coffee', 5), ('Eggs', 4)]",271.5,-37.8086451,144.9453811,0,9.187,14.0436109
ORDY08458,2021-06-21,13:34:38,Lunch,TP,"[('Salad', 2), ('Steak', 2), ('Fries', 2), ('Chicken', 9)]",436.4,-37.8057429,144.9558818,0,9.303,12.3658561
ORDA01816,2021-03-05,10:01:41,Breakfast,BK,"[('Cereal', 2), ('Pancake', 3), ('Eggs', 7)]",253.75,-37.8222436,144.9497997,0,9.079,14.4887913
ORDK05747,2021-06-12,13:24:30,Lunch,BK,"[('Burger', 8), ('Fries', 8)]",344.0,-37.8249701,144.9847412,0,6.88,15.0419043
ORDY06149,2021-08-05,15:05:54,Lunch,TP,"[('Burger', 9), ('Chicken', 9)]",567.0,-37.8114301,144.9647417,0,8.439,11.6316173
ORDI08879,2021-05-12,12:13:31,Lunch,NS,"[('Fries', 4), ('Steak', 5), ('Burger', 2), ('Chicken', 7)]",559.0,-37.8191531,144.9655098,0,8.626,14.1649086
ORDJ00912,2021-10-16,17:27:53,Dinner,TP,"[('Fish&Chips', 9), ('Pasta', 9)]",562.5,-37.811722,145.0119814,0,12.083,17.8463226
ORDY09212,2021-07-12,14:15:12,Lunch,TP,"[('Burger', 9), ('Chicken', 8)]",535.0,-37.8248456,144.9906276,0,9.382,12.4586489
ORDY05234,2021-05-12,12:13:31,Lunch,TP,"[('Steak', 9), ('Fries', 2)]",429.0,-37.8188617,144.9685261,0,7.676,11.1534722
ORDK07056,2021-08-31,15:56:37,Lunch,BK,"[('Chicken', 5), ('Fries', 2), ('Burger', 9)]",463.0,-37.8142508,144.9861537,0,5.732,11.3084346
ORDB05833,2021-09-11,16:16:54,Dinner,TP,"[('Pasta', 2), ('Fish&Chips', 6), ('Salmon', 10)]",675.0,-37.8185639,144.9677756,0,7.626,13.7341718
ORDZ07239,2021-11-07,18:18:35,Dinner,NS,"[('Shrimp', 6), ('Salmon', 3), ('Pasta', 7), ('Fish&Chips', 4)]",779.5,-37.8187329,144.953416,0,9.216,17.1376547
ORDC03908,2021-01-24,08:40:33,Breakfast,NS,"[('Eggs', 6), ('Coffee', 4), ('Pancake', 9)]",348.25,-37.8101955,144.963686,0,7.625,14.9222062
ORDZ00365,2021-12-10,19:19:26,Dinner,NS,"[('Shrimp', 4), ('Salmon', 4)]",380.0,-37.8117065,144.9646647,0,7.641,13.4240831
ORDZ05640,2021-05-11,12:13:31,Lunch,NS,"[('Salad', 6), ('Chicken', 1), ('Burger', 9), ('Fries', 1)]",426.2,-37.8184127,144.9641682,0,8.584,14.1203232
ORDZ10980,2021-04-07,11:12:40,Breakfast,NS,"[('Pancake', 5), ('Eggs', 1), ('Cereal', 5)]",232.25,-37.8216102,144.9439044,0,10.278,15.780653
ORDZ09420,2021-06-13,13:24:30,Lunch,NS,"[('Salad', 3), ('Fries', 3)]",87.6,-37.825172,144.9826071,0,9.391,17.2002922
ORDX10153,2021-06-17,13:24:30,Lunch,BK,"[('Chicken', 5), ('Burger', 4)]",284.0,-37.80742,144.9711465,0,6.719,12.8079351
ORDK02629,2021-03-08,10:11:49,Breakfast,BK,"[('Pancake', 8), ('Coffee', 7), ('Cereal', 7)]",356.5,-37.8000691,144.9686779,0,7.71,12.3836799
ORDC09564,2021-02-06,09:10:59,Breakfast,NS,"[('Pancake', 1), ('Cereal', 4), ('Eggs', 1), ('Coffee', 9)]",172.75,-37.817662,144.9704051,0,8.207,14.9799052
ORDK07682,2021-03-04,10:01:41,Breakfast,BK,"[('Cereal', 1), ('Pancake', 3), ('Coffee', 5)]",114.25,-37.802433,144.9565755,0,8.205,13.7991164
ORDI07452,2021-09-03,16:06:45,Dinner,NS,"[('Fish&Chips', 8), ('Salmon', 8)]",608.0,-37.8255966,144.9532132,0,10.292,16.2814254
ORDY03922,2021-01-25,08:40:33,Breakfast,TP,"[('Pancake', 6), ('Eggs', 4), ('Cereal', 4)]",297.5,-37.8222431,144.9646652,0,7.429,10.4618108
ORDY05325,2021-01-31,09:00:50,Breakfast,TP,"[('Pancake', 10), ('Cereal', 9), ('Eggs', 9)]",591.5,-37.8055972,144.9761336,0,9.52,13.5964468
ORDA01831,2021-10-05,17:07:36,Dinner,BK,"[('Fish&Chips', 6), ('Salmon', 1)]",251.0,-37.8019936,144.9443023,0,9.259,15.9957475
ORDI09121,2021-07-22,14:35:29,Lunch,NS,"[('Chicken', 5), ('Fries', 7), ('Salad', 3), ('Burger', 4), ('Steak', 5)]",644.6,-37.8186836,144.9996685,0,10.099,15.4259034
ORDB06163,2021-10-28,17:58:18,Dinner,TP,"[('Fish&Chips', 2), ('Shrimp', 2), ('Salmon', 4), ('Pasta', 5)]",479.5,-37.8025047,144.9629879,0,9.494,13.7443646
ORDY00479,2021-01-19,08:30:25,Breakfast,TP,"[('Cereal', 1), ('Coffee', 10)]",75.0,-37.7963818,144.9398892,0,11.21,13.5792126
ORDK07914,2021-06-05,13:04:13,Lunch,BK,"[('Chicken', 6), ('Salad', 7), ('Fries', 4), ('Steak', 10)]",810.4,-37.8079334,144.9578607,0,7.993,16.4980091
ORDZ04963,2021-03-16,10:21:58,Breakfast,NS,"[('Eggs', 6), ('Cereal', 4)]",206.0,-37.8012497,144.9806273,0,7.103,11.9595894
ORDA05418,2021-12-22,19:49:51,Dinner,BK,"[('Pasta', 8), ('Shrimp', 3)]",382.0,-37.8158455,144.9652007,0,7.65,14.9529907
ORDY01624,2021-08-31,15:56:37,Lunch,TP,"[('Chicken', 3), ('Burger', 3)]",189.0,-37.8095398,144.9637886,0,8.66,12.1470332
ORDJ06559,2021-03-19,10:32:06,Breakfast,TP,"[('Pancake', 9), ('Eggs', 5), ('Coffee', 6)]",338.25,-37.8129752,144.9856429,0,9.527,11.6533921
ORDI10273,2021-07-24,14:45:38,Lunch,NS,"[('Burger', 4), ('Salad', 3), ('Steak', 1), ('Chicken', 8), ('Fries', 5)]",536.6,-37.8202905,144.9576071,0,9.18,16.4631119
ORDB06048,2021-12-25,19:49:51,Dinner,TP,"[('Pasta', 5), ('Fish&Chips', 2)]",207.5,-37.8180126,144.9619272,0,7.87,13.6310956
ORDI02805,2021-02-28,09:51:32,Breakfast,NS,"[('Coffee', 3), ('Cereal', 9)]",196.5,-37.8184468,144.9487972,0,9.498,16.253912
ORDK05314,2021-04-02,11:02:32,Breakfast,BK,"[('Cereal', 7), ('Eggs', 4), ('Pancake', 4), ('Coffee', 9)]",362.5,-37.7994026,145.0111035,0,4.723,9.5846609
ORDB08203,2021-03-07,10:01:41,Breakfast,TP,"[('Eggs', 9), ('Pancake', 1)]",211.25,-37.8079631,144.9583133,0,8.972,13.3496698
ORDJ04797,2021-05-04,12:03:22,Lunch,TP,"[('Salad', 7), ('Chicken', 3), ('Steak', 1), ('Burger', 2), ('Fries', 2)]",347.4,-37.8130266,144.9710999,0,8.56,11.8746472
ORDA05395,2021-02-26,09:51:32,Breakfast,BK,"[('Pancake', 7), ('Coffee', 6), ('Cereal', 7)]",328.75,-37.8173738,144.9703856,0,7.858,12.5469161
ORDJ00118,2021-09-23,16:47:19,Dinner,TP,"[('Shrimp', 9), ('Fish&Chips', 5), ('Salmon', 3), ('Pasta', 2)]",839.0,-37.8126884,144.9878742,0,9.789,13.6357632
ORDZ10972,2021-12-04,19:09:17,Dinner,NS,"[('Fish&Chips', 2), ('Pasta', 3)]",152.5,-37.8168021,144.9616241,0,8.489,16.3535479
ORDY05389,2021-03-21,10:32:06,Breakfast,TP,"[('Coffee', 3), ('Cereal', 5), ('Eggs', 7), ('Pancake', 2)]",308.0,-37.8106013,144.9283067,0,11.346,15.0716208
ORDY06421,2021-07-12,14:25:21,Lunch,TP,"[('Salad', 9), ('Burger', 9), ('Chicken', 7)]",657.8,-37.8012467,144.9900561,0,10.981,13.8876104
ORDK06122,2021-11-23,18:49:00,Dinner,BK,"[('Fish&Chips', 2), ('Salmon', 1), ('Shrimp', 2)]",219.0,-37.8209583,144.97668,0,7.261,13.838891
ORDY10089,2021-12-22,19:49:51,Dinner,TP,"[('Fish&Chips', 8), ('Salmon', 10), ('Pasta', 6)]",855.0,-37.8113673,144.9617633,0,8.367,12.9554426
ORDC09726,2021-04-30,11:53:14,Breakfast,NS,"[('Pancake', 2), ('Coffee', 7), ('Cereal', 9), ('Eggs', 8)]",431.0,-37.8043801,144.9297315,0,10.385,15.2827038
ORDA01002,2021-12-21,19:39:43,Dinner,BK,"[('Pasta', 2), ('Shrimp', 4), ('Salmon', 3)]",394.0,-37.8071496,144.9597549,0,7.735,14.7920284
ORDZ09989,2021-10-09,17:17:44,Dinner,NS,"[('Fish&Chips', 3), ('Shrimp', 5)]",375.0,-37.8185268,144.9701227,0,8.43,16.3945901
ORDJ11107,2021-08-03,15:05:54,Lunch,TP,"[('Steak', 8), ('Fries', 5), ('Burger', 3)]",513.0,-37.8045197,144.9601673,0,9.19,11.8532813
ORDA01903,2021-04-30,11:53:14,Breakfast,BK,"[('Pancake', 4), ('Cereal', 8), ('Coffee', 6), ('Eggs', 2)]",324.0,-37.807576,144.9398721,0,10.03,14.9725671
ORDY10794,2021-02-23,09:41:24,Breakfast,TP,"[('Cereal', 7), ('Eggs', 10), ('Coffee', 9)]",399.5,-37.8037458,144.9517663,0,9.772,12.4202431
ORDJ05118,2021-09-12,16:27:02,Dinner,TP,"[('Salmon', 5), ('Pasta', 8), ('Fish&Chips', 6), ('Shrimp', 10)]",1175.0,-37.8029669,144.9831884,0,10.395,15.3841246
ORDJ04370,2021-12-17,19:39:43,Dinner,TP,"[('Fish&Chips', 7), ('Pasta', 7)]",437.5,-37.8129552,144.9680058,0,8.408,12.9245594
ORDI03698,2021-02-26,09:51:32,Breakfast,NS,"[('Eggs', 7), ('Pancake', 5), ('Coffee', 10), ('Cereal', 1)]",333.25,-37.8176644,144.9705281,0,8.715,13.701322
ORDI00689,2021-05-19,12:33:48,Lunch,NS,"[('Chicken', 2), ('Steak', 9), ('Burger', 4)]",593.0,-37.8128141,144.94864,0,10.635,15.3786615
